fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
10.3;0.47;0.08;3.8;0.021;30.6;112.5;0.99;3.33;0.53;11.3;6
9.7;0.4;0.24;7.7;0.132;20.5;71.5;0.99;3.32;0.58;11.3;6
7.9;0.52;0.28;1.7;0.107;1.0;6.0;0.99;3.32;0.66;11.0;6
7.1;0.23;0.26;4.0;0.032;8.0;27.3;0.99;3.21;0.76;12.1;7
7.2;0.66;0.36;10.2;0.081;1.0;6.0;0.99;3.29;0.54;10.8;4
7.2;0.47;0.38;9.2;0.083;28.0;95.0;0.9906;3.28;0.72;10.5;5
10.1;0.57;0.41;1.7;0.148;15.6;52.6;0.99;3.31;0.55;10.5;4
8.6;0.52;0.28;1.3;0.053;1.0;6.0;0.99;3.45;0.73;10.9;6
6.4;0.42;0.43;1.4;0.075;19.8;77.9;0.99;3.57;0.76;11.2;7
7.9;0.66;0.28;4.0;0.012;10.3;38.0;0.99;3.18;0.82;9.6;5
8.1;0.31;0.33;4.2;0.169;1.0;26.1;0.99;3.25;0.65;11.6;7
4.7;0.54;0.2;3.8;0.037;33.4;118.5;0.99;3.19;0.87;9.6;5
8.0;0.5;0.08;2.0;0.102;17.0;54.0;0.99;3.34;0.69;11.4;7
9.5;0.59;0.31;1.5;0.082;12.8;71.5;0.99;3.23;0.52;10.5;5
8.1;0.59;0.37;3.2;0.082;11.7;45.1;0.99;3.35;0.63;11.8;5
8.7;0.59;0.13;2.7;0.125;1.0;13.4;0.99;3.48;1.02;10.6;6
9.1;0.51;0.25;4.3;0.166;2.2;13.6;0.99;2.93;0.74;10.4;5
7.7;0.49;0.35;2.5;0.099;29.3;108.8;0.99;3.38;0.71;10.7;5
9.5;0.61;0.21;2.0;0.118;10.9;43.5;0.99;3.24;0.73;10.5;5
10.8;0.47;0.4;1.9;0.102;16.1;45.3;0.99;3.38;0.62;12.5;6
5.7;0.59;0.27;1.6;0.135;1.0;7.2;0.99;3.18;0.73;10.5;6
7.7;0.59;0.2;1.8;0.065;2.1;6.0;0.99;3.49;0.65;10.7;5
12.3;0.42;0.41;1.2;0.138;22.2;76.0;0.99;3.45;0.88;11.7;6
8.6;0.51;0.19;2.1;0.139;19.8;62.0;0.99;3.4;0.69;12.1;6
8.2;0.46;0.18;1.1;0.138;34.2;123.3;0.99;3.43;0.61;10.7;5
7.9;0.64;0.16;1.5;0.056;29.9;108.0;0.991;3.2;0.53;9.5;5
10.5;0.41;0.14;4.4;0.079;13.5;52.1;0.99;3.22;0.66;10.9;5
6.7;0.67;0.27;2.0;0.098;20.8;75.7;0.99;3.42;0.68;12.1;5
9.9;0.51;0.23;3.8;0.023;12.6;38.0;0.99;3.19;0.58;11.6;6
7.8;0.53;0.3;4.2;0.162;37.4;128.3;0.99;3.53;0.7;11.2;5
7.0;0.56;0.11;3.2;0.086;27.9;106.9;0.99;3.26;0.72;10.5;6
7.9;0.53;0.17;9.0;0.1;17.6;72.3;0.99;3.39;0.8;10.5;6
8.2;0.68;0.26;1.1;0.06;18.0;51.5;0.99;3.62;0.77;11.0;5
7.5;0.61;0.43;4.4;0.025;31.0;93.2;0.99;3.2;0.71;10.3;6
10.2;0.59;0.29;9.0;0.059;21.9;69.4;0.99;3.32;0.55;11.6;5
7.0;0.32;0.25;6.0;0.097;32.2;123.2;0.99;3.47;0.67;11.1;7
8.5;0.43;0.13;1.5;0.119;1.0;15.6;0.99;3.45;0.88;11.4;6
9.2;0.47;0.22;2.0;0.095;20.7;63.2;0.99;3.26;0.72;9.9;6
8.5;0.59;0.28;1.5;0.103;10.5;39.8;0.99;3.23;0.87;11.1;6
9.6;0.5;0.01;3.3;0.071;34.2;138.0;0.99;3.28;0.7;10.1;5
7.6;0.44;0.16;4.1;0.11;32.0;116.2;0.99;3.53;0.78;9.5;6
9.4;0.59;0.24;2.0;0.157;16.2;70.9;0.99;3.27;0.84;12.2;7
9.4;0.47;0.25;2.9;0.12;31.9;121.6;0.99;3.32;0.58;12.7;6
9.9;0.42;0.27;3.9;0.125;34.5;111.6;0.99;3.25;0.73;12.3;6
5.1;0.49;0.25;2.4;0.101;16.6;56.2;0.99;3.42;0.63;12.3;7
9.2;0.54;0.3;5.8;0.016;41.7;146.3;0.99;3.33;0.62;10.7;5
9.8;0.41;0.26;4.7;0.038;15.5;55.3;0.99;3.16;0.71;11.6;5
7.6;0.58;0.24;1.2;0.108;13.6;56.8;0.99;3.16;0.6;12.4;6
7.4;0.48;0.31;3.4;0.086;24.9;91.2;0.99;3.01;0.71;11.1;5
7.1;0.48;0.34;1.7;0.108;12.2;13.3;0.99;3.19;0.55;10.5;6
6.5;0.4;0.16;3.0;0.166;16.8;45.7;0.99;3.43;0.86;11.4;7
9.4;0.57;0.25;8.9;0.121;30.6;85.2;0.99;3.51;0.58;12.4;5
12.2;0.33;0.34;6.3;0.146;16.1;58.1;0.99;3.41;0.55;10.9;5
7.4;0.45;0.39;2.3;0.091;1.0;6.0;0.9911;3.39;0.56;8.7;6
7.5;0.66;0.29;1.9;0.049;19.7;71.8;0.99;3.29;0.59;9.8;5
8.3;0.61;0.26;1.7;0.084;8.6;20.5;0.99;3.43;0.51;11.1;6
5.6;0.45;0.29;2.9;0.049;24.9;93.9;0.99;3.35;0.6;11.8;5
7.1;0.57;0.36;1.3;0.16;23.2;88.4;0.99;3.58;0.81;11.2;6
8.2;0.47;0.26;3.0;0.124;31.3;97.0;0.99;3.3;0.63;11.8;5
6.8;0.44;0.3;1.0;0.111;25.4;74.2;0.99;3.51;0.58;11.0;6
10.3;0.52;0.23;2.0;0.145;27.3;95.5;0.9914;3.44;0.67;9.4;5
6.1;0.49;0.15;1.6;0.012;8.9;49.1;0.99;3.42;0.71;11.0;6
9.8;0.65;0.23;9.9;0.115;24.3;102.0;0.99;3.01;0.85;11.3;5
10.8;0.51;0.21;4.2;0.025;36.5;133.4;0.99;3.45;0.78;11.6;6
8.9;0.47;0.21;2.1;0.087;8.7;23.2;0.99;3.29;0.73;10.4;6
8.1;0.65;0.39;1.2;0.072;34.7;130.3;0.99;3.24;0.74;10.7;5
8.7;0.47;0.35;2.8;0.118;10.1;30.8;0.99;3.09;0.64;13.1;5
7.6;0.61;0.05;1.6;0.098;7.0;16.8;0.99;3.31;0.59;9.6;4
4.8;0.58;0.17;2.9;0.15;19.0;45.1;0.99;3.32;0.87;11.9;6
6.6;0.53;0.24;5.5;0.059;23.4;82.9;0.99;3.11;0.54;9.7;6
8.3;0.43;0.22;3.4;0.12;25.4;82.6;0.99;3.09;0.8;12.1;6
6.7;0.4;0.28;3.5;0.095;5.8;21.3;0.99;3.38;0.64;10.3;5
7.6;0.58;0.13;2.9;0.012;20.4;48.4;0.99;3.44;0.62;11.3;5
9.1;0.32;0.38;7.6;0.044;8.7;32.1;0.99;3.34;0.64;10.4;6
8.5;0.46;0.28;7.7;0.08;1.0;6.0;0.99;3.48;0.72;11.6;6
10.1;0.53;0.28;2.8;0.139;6.2;32.6;0.99;3.3;0.75;11.1;7
8.8;0.61;0.25;1.9;0.109;8.0;33.2;0.99;3.3;0.61;10.4;5
8.9;0.28;0.24;2.5;0.032;21.3;71.8;0.99;3.17;0.63;11.8;6
7.1;0.57;0.05;1.5;0.08;27.9;103.3;0.99;3.08;0.46;10.7;5
6.0;0.52;0.25;3.5;0.182;1.0;6.0;0.99;3.59;0.58;11.3;5
7.6;0.35;0.25;2.7;0.092;19.6;69.3;0.99;3.48;0.65;11.2;6
7.1;0.51;0.18;1.3;0.072;3.6;20.5;0.99;3.1;0.72;11.5;6
8.0;0.29;0.45;1.6;0.11;22.5;47.8;0.99;3.33;1.0;12.6;8
6.5;0.5;0.32;2.6;0.123;9.4;28.4;0.99;3.29;0.59;10.7;5
9.7;0.56;0.49;6.5;0.066;4.9;16.9;0.9928;3.27;0.55;10.2;5
7.1;0.42;0.36;3.1;0.111;24.2;82.7;0.99;3.25;0.63;11.0;6
7.7;0.49;0.22;3.9;0.072;9.7;48.5;0.99;3.37;0.72;12.4;6
8.3;0.49;0.16;2.0;0.121;12.6;32.9;0.99;3.43;0.71;11.1;5
10.2;0.5;0.2;3.1;0.095;1.0;6.0;0.99;3.37;0.72;10.3;5
11.3;0.65;0.18;2.5;0.11;25.8;71.1;0.99;3.29;0.73;11.3;5
